AREA:SIERRA
MODE_S
N045.10.10.825 E015.49.17.633
N047.25.34.000 E010.06.04.000
N047.25.34.000 E010.06.04.000
N047.26.22.000 E010.05.42.000
N047.26.22.000 E010.05.42.000
N047.26.52.000 E010.05.35.000
N047.26.52.000 E010.05.35.000
N047.27.01.000 E010.05.39.000
N047.27.01.000 E010.05.39.000
N047.27.24.000 E010.05.29.000
N047.27.24.000 E010.05.29.000
N047.27.33.000 E010.05.24.000
N047.27.33.000 E010.05.24.000
N047.27.35.000 E010.05.15.000
N047.27.35.000 E010.05.15.000
N047.27.31.000 E010.05.02.000
N047.27.31.000 E010.05.02.000
N047.27.19.000 E010.04.50.000
N047.27.19.000 E010.04.50.000
N047.27.20.000 E010.04.15.000
N047.27.20.000 E010.04.15.000
N047.27.26.000 E010.04.13.000
N047.27.26.000 E010.04.13.000
N047.27.46.000 E010.03.53.000
N047.27.46.000 E010.03.53.000
N047.27.58.000 E010.03.16.000
N047.27.58.000 E010.03.16.000
N047.28.08.000 E010.03.10.000
N047.28.08.000 E010.03.10.000
N047.28.27.000 E010.03.16.000
N047.28.27.000 E010.03.16.000
N047.28.34.000 E010.03.09.000
N047.28.34.000 E010.03.09.000
N047.29.10.000 E010.02.49.000
N047.29.10.000 E010.02.49.000
N047.29.15.000 E010.02.32.000
N047.29.15.000 E010.02.32.000
N047.29.18.000 E010.02.05.000
N047.29.18.000 E010.02.05.000
N047.29.06.000 E010.01.32.000
N047.29.06.000 E010.01.32.000
N047.29.03.000 E010.01.01.000
N047.29.03.000 E010.01.01.000
N047.28.54.000 E010.00.36.000
N047.28.54.000 E010.00.36.000
N047.28.55.000 E010.00.02.000
N047.28.55.000 E010.00.02.000
N047.29.54.000 E009.59.14.000
N047.29.54.000 E009.59.14.000
N047.30.14.000 E009.59.36.000
N047.30.14.000 E009.59.36.000
N047.30.31.000 E009.59.14.000
N047.30.31.000 E009.59.14.000
N047.30.37.000 E009.58.59.000
N047.30.37.000 E009.58.59.000
N047.30.42.000 E009.58.47.000
N047.30.42.000 E009.58.47.000
N047.30.55.000 E009.58.18.000
N047.30.55.000 E009.58.18.000
N047.31.09.000 E009.58.02.000
N047.31.09.000 E009.58.02.000
N047.31.22.000 E009.57.54.000
N047.31.22.000 E009.57.54.000
N047.31.37.000 E009.58.02.000
N047.31.37.000 E009.58.02.000
N047.31.49.000 E009.58.01.000
N047.31.49.000 E009.58.01.000
N047.31.55.000 E009.57.53.000
N047.31.55.000 E009.57.53.000
N047.32.07.000 E009.57.52.000
N047.32.07.000 E009.57.52.000
N047.32.17.000 E009.57.53.000
N047.32.17.000 E009.57.53.000
N047.32.21.000 E009.58.03.000
N047.32.21.000 E009.58.03.000
N047.32.36.000 E009.58.14.000
N047.32.36.000 E009.58.14.000
N047.32.46.000 E009.58.04.000
N047.32.46.000 E009.58.04.000
N047.32.39.000 E009.57.53.000
N047.32.39.000 E009.57.53.000
N047.32.35.000 E009.57.32.000
N047.32.35.000 E009.57.32.000
N047.32.29.000 E009.57.37.000
N047.32.29.000 E009.57.37.000
N047.32.06.000 E009.57.50.000
N047.32.06.000 E009.57.50.000
N047.32.05.000 E009.57.42.000
N047.32.05.000 E009.57.42.000
N047.32.12.000 E009.56.39.000
N047.32.12.000 E009.56.39.000
N047.32.02.000 E009.56.08.000
N047.32.02.000 E009.56.08.000
N047.31.57.000 E009.55.51.000
N047.31.57.000 E009.55.51.000
N047.31.47.000 E009.55.13.000
N047.31.47.000 E009.55.13.000
N047.31.54.000 E009.54.55.000
N047.31.54.000 E009.54.55.000
N047.32.10.000 E009.54.41.000
N047.32.10.000 E009.54.41.000
N047.32.26.000 E009.54.30.000
N047.32.26.000 E009.54.30.000
N047.32.38.000 E009.54.02.000
N047.32.38.000 E009.54.02.000
N047.32.39.000 E009.53.20.000
N047.32.39.000 E009.53.20.000
N047.32.45.000 E009.53.12.000
N047.32.45.000 E009.53.12.000
N047.32.40.000 E009.52.33.000
N047.32.40.000 E009.52.33.000
N047.32.29.000 E009.52.40.000
N047.32.29.000 E009.52.40.000
N047.32.08.000 E009.52.33.000
N047.32.08.000 E009.52.33.000
N047.32.01.000 E009.52.26.000
N047.32.01.000 E009.52.26.000
N047.31.45.000 E009.52.30.000
N047.31.45.000 E009.52.30.000
N047.31.44.000 E009.52.24.000
N047.31.44.000 E009.52.24.000
N047.31.52.000 E009.52.10.000
N047.31.52.000 E009.52.10.000
N047.31.53.000 E009.52.03.000
N047.31.53.000 E009.52.03.000
N047.32.01.000 E009.51.33.000
N047.32.01.000 E009.51.33.000
N047.32.06.000 E009.51.29.000
N047.32.06.000 E009.51.29.000
N047.32.15.000 E009.51.19.000
N047.32.15.000 E009.51.19.000
N047.32.27.000 E009.51.01.000
N047.32.27.000 E009.51.01.000
N047.32.31.000 E009.50.25.000
N047.32.31.000 E009.50.25.000
N047.32.39.000 E009.49.47.000
N047.32.39.000 E009.49.47.000
N047.32.50.000 E009.49.29.000
N047.32.50.000 E009.49.29.000
N047.32.60.000 E009.48.57.000
N047.32.60.000 E009.48.57.000
N047.33.16.000 E009.49.07.000
N047.33.16.000 E009.49.07.000
N047.33.25.000 E009.49.25.000
N047.33.25.000 E009.49.25.000
N047.33.33.000 E009.49.32.000
N047.33.33.000 E009.49.32.000
N047.34.14.000 E009.49.14.000
N047.34.14.000 E009.49.14.000
N047.34.47.000 E009.49.38.000
N047.34.47.000 E009.49.38.000
N047.35.09.000 E009.49.28.000
N047.35.09.000 E009.49.28.000
N047.35.15.000 E009.49.13.000
N047.35.15.000 E009.49.13.000
N047.35.17.000 E009.48.55.000
N047.35.17.000 E009.48.55.000
N047.35.21.000 E009.48.48.000
N047.35.21.000 E009.48.48.000
N047.35.28.000 E009.48.39.000
N047.35.28.000 E009.48.39.000
N047.35.39.000 E009.48.16.000
N047.35.39.000 E009.48.16.000
N047.35.45.000 E009.48.00.000
N047.35.45.000 E009.48.00.000
N047.35.39.000 E009.47.46.000
N047.35.39.000 E009.47.46.000
N047.35.38.000 E009.47.33.000
N047.35.38.000 E009.47.33.000
N047.35.39.000 E009.47.12.000
N047.35.39.000 E009.47.12.000
N047.35.41.000 E009.47.03.000
N047.35.41.000 E009.47.03.000
N047.35.39.000 E009.46.46.000
N047.35.39.000 E009.46.46.000
N047.35.43.000 E009.46.36.000
N047.35.43.000 E009.46.36.000
N047.35.25.000 E009.46.21.000
N047.35.25.000 E009.46.21.000
N047.35.19.000 E009.46.10.000
N047.35.19.000 E009.46.10.000
N047.35.21.000 E009.45.56.000
N047.35.21.000 E009.45.56.000
N047.35.07.000 E009.45.54.000
N047.35.07.000 E009.45.54.000
N047.35.00.000 E009.45.38.000
N047.35.00.000 E009.45.38.000
N047.34.47.000 E009.45.32.000
N047.34.47.000 E009.45.32.000
N047.34.22.000 E009.45.23.000
N047.34.22.000 E009.45.23.000
N047.34.19.000 E009.45.04.000
N047.34.19.000 E009.45.04.000
N047.34.14.000 E009.44.53.000
N047.34.14.000 E009.44.53.000
N047.34.06.000 E009.45.05.000
N047.34.06.000 E009.45.05.000
N047.33.57.000 E009.44.57.000
N047.33.57.000 E009.44.57.000
N047.33.38.000 E009.44.49.000
N047.33.38.000 E009.44.49.000
N047.33.28.000 E009.44.36.000
N047.33.28.000 E009.44.36.000
N047.33.19.000 E009.44.48.000
N047.33.19.000 E009.44.48.000
N047.33.18.000 E009.44.36.000
N047.33.18.000 E009.44.36.000
N047.33.06.000 E009.44.25.000
N047.33.06.000 E009.44.25.000
N047.32.53.000 E009.44.15.000
N047.32.53.000 E009.44.15.000
N047.32.05.000 E009.44.11.000
N047.32.05.000 E009.44.11.000
N047.31.60.000 E009.43.41.000
N047.31.60.000 E009.43.41.000
N047.31.37.000 E009.37.13.000
N047.31.37.000 E009.37.13.000
N047.32.16.000 E009.33.54.000
N047.32.16.000 E009.33.54.000
N047.32.21.000 E009.33.49.000
N047.32.21.000 E009.33.49.000
N047.33.52.000 E009.29.47.000
N047.33.52.000 E009.29.47.000
N047.35.10.000 E009.26.60.000
N047.35.10.000 E009.26.60.000
N047.36.40.000 E009.24.10.000
N047.36.40.000 E009.24.10.000
N047.38.46.000 E009.17.49.000
N047.38.46.000 E009.17.49.000
N047.39.43.000 E009.15.08.000
N047.39.43.000 E009.15.08.000
N047.39.30.000 E009.13.60.000
N047.53.53.000 E009.50.07.000

AREA:GGCIDO
N049.46.18.000 E010.41.15.600
N049.25.52.000 E012.40.01.800
N049.24.60.000 E012.42.54.000
N049.24.60.000 E012.42.54.000
N049.24.35.000 E012.43.58.000
N049.24.35.000 E012.43.58.000
N049.22.57.000 E012.45.39.000
N049.22.57.000 E012.45.39.000
N049.21.55.000 E012.46.06.000
N049.21.55.000 E012.46.06.000
N049.21.37.000 E012.46.52.000
N049.21.37.000 E012.46.52.000
N049.21.18.000 E012.46.43.000
N049.21.18.000 E012.46.43.000
N049.20.43.000 E012.47.08.000
N049.20.43.000 E012.47.08.000
N049.20.31.000 E012.48.23.000
N049.20.31.000 E012.48.23.000
N049.20.26.000 E012.50.14.000
N049.20.26.000 E012.50.14.000
N049.20.32.000 E012.50.34.000
N049.20.32.000 E012.50.34.000
N049.20.39.000 E012.50.51.000
N049.20.39.000 E012.50.51.000
N049.20.17.000 E012.51.12.000
N049.20.17.000 E012.51.12.000
N049.20.19.000 E012.51.33.000
N049.20.19.000 E012.51.33.000
N049.19.58.000 E012.53.02.000
N049.19.58.000 E012.53.02.000
N049.20.00.000 E012.53.19.000
N049.20.00.000 E012.53.19.000
N049.20.13.000 E012.53.13.000
N049.20.13.000 E012.53.13.000
N049.20.36.000 E012.52.51.000
N049.20.36.000 E012.52.51.000
N049.21.03.000 E012.53.19.000
N049.21.03.000 E012.53.19.000
N049.20.58.000 E012.54.05.000
N049.20.58.000 E012.54.05.000
N049.20.41.000 E012.54.50.000
N049.20.41.000 E012.54.50.000
N049.20.32.000 E012.56.20.000
N049.20.32.000 E012.56.20.000
N049.20.38.000 E012.56.34.000
N049.20.38.000 E012.56.34.000
N049.20.12.000 E012.57.30.000
N049.20.12.000 E012.57.30.000
N049.20.09.000 E012.57.56.000
N049.20.09.000 E012.57.56.000
N049.19.42.000 E012.58.43.000
N049.19.42.000 E012.58.43.000
N049.19.21.000 E012.59.18.000
N049.19.21.000 E012.59.18.000
N049.19.18.000 E012.59.20.000
N049.19.18.000 E012.59.20.000
N049.19.09.000 E012.59.26.000
N049.19.09.000 E012.59.26.000
N049.18.54.000 E012.59.51.000
N049.18.54.000 E012.59.51.000
N049.18.43.000 E013.00.15.000
N049.18.43.000 E013.00.15.000
N049.18.25.000 E013.00.26.000
N049.18.25.000 E013.00.26.000
N049.18.15.000 E013.01.44.000
N049.18.15.000 E013.01.44.000
N049.16.43.000 E013.01.31.000
N049.16.43.000 E013.01.31.000
N049.15.52.000 E013.02.09.000
N049.15.52.000 E013.02.09.000
N049.15.50.000 E013.02.39.000
N049.15.50.000 E013.02.39.000
N049.15.53.000 E013.03.00.000
N049.15.53.000 E013.03.00.000
N049.15.36.000 E013.03.29.000
N049.15.36.000 E013.03.29.000
N049.15.16.000 E013.03.28.000
N049.15.16.000 E013.03.28.000
N049.15.00.000 E013.03.37.000
N049.15.00.000 E013.03.37.000
N049.14.50.000 E013.04.05.000
N049.14.50.000 E013.04.05.000
N049.14.49.000 E013.04.32.000
N049.14.49.000 E013.04.32.000
N049.14.36.000 E013.05.06.000
N049.14.36.000 E013.05.06.000
N049.13.53.000 E013.05.19.000
N049.13.53.000 E013.05.19.000
N049.13.44.000 E013.05.10.000
N049.13.44.000 E013.05.10.000
N049.13.24.000 E013.06.05.000
N049.13.24.000 E013.06.05.000
N049.13.14.000 E013.06.33.000
N049.13.14.000 E013.06.33.000
N049.13.09.000 E013.06.47.000
N049.13.09.000 E013.06.47.000
N049.12.48.000 E013.06.51.000
N049.12.48.000 E013.06.51.000
N049.12.27.000 E013.06.39.000
N049.12.27.000 E013.06.39.000
N049.11.57.000 E013.07.01.000
N049.11.57.000 E013.07.01.000
N049.11.49.000 E013.07.24.000
N049.11.49.000 E013.07.24.000
N049.11.26.000 E013.08.14.000
N049.11.26.000 E013.08.14.000
N049.10.55.000 E013.08.55.000
N049.10.55.000 E013.08.55.000
N049.10.29.000 E013.09.42.000
N049.10.29.000 E013.09.42.000
N049.10.25.000 E013.10.15.000
N049.10.25.000 E013.10.15.000
N049.09.51.000 E013.10.36.000
N049.09.51.000 E013.10.36.000
N049.09.23.000 E013.10.26.000
N049.09.23.000 E013.10.26.000
N049.08.38.000 E013.10.13.000
N049.08.38.000 E013.10.13.000
N049.07.46.000 E013.11.35.000
N049.07.46.000 E013.11.35.000
N049.07.16.000 E013.12.41.000
N049.07.16.000 E013.12.41.000
N049.07.04.000 E013.15.27.000
N049.07.04.000 E013.15.27.000
N049.07.13.000 E013.16.56.000
N049.07.13.000 E013.16.56.000
N049.06.16.000 E013.18.45.000
N049.06.16.000 E013.18.45.000
N049.06.06.000 E013.19.10.000
N049.06.06.000 E013.19.10.000
N049.05.45.000 E013.19.39.000
N049.05.45.000 E013.19.39.000
N049.05.24.000 E013.20.21.000
N049.05.24.000 E013.20.21.000
N049.05.07.000 E013.20.47.000
N049.05.07.000 E013.20.47.000
N049.04.43.000 E013.21.16.000
N049.04.43.000 E013.21.16.000
N049.04.17.000 E013.21.43.000
N049.04.17.000 E013.21.43.000
N049.04.09.000 E013.22.00.000
N049.04.09.000 E013.22.00.000
N049.03.47.000 E013.22.26.000
N049.03.47.000 E013.22.26.000
N049.03.29.000 E013.22.34.000
N049.03.29.000 E013.22.34.000
N049.03.26.000 E013.22.60.000
N049.03.26.000 E013.22.60.000
N049.03.11.000 E013.23.22.000
N049.03.11.000 E013.23.22.000
N049.03.02.000 E013.23.50.000
N049.03.02.000 E013.23.50.000
N049.02.31.000 E013.23.30.000
N049.02.31.000 E013.23.30.000
N049.02.23.000 E013.23.39.000
N049.02.23.000 E013.23.39.000
N049.02.13.000 E013.23.58.000
N049.02.13.000 E013.23.58.000
N049.01.44.000 E013.24.06.000
N049.01.44.000 E013.24.06.000
N049.01.19.000 E013.24.18.000
N049.01.19.000 E013.24.18.000
N049.00.56.000 E013.24.01.000
N049.00.56.000 E013.24.01.000
N049.00.38.000 E013.24.10.000
N049.00.38.000 E013.24.10.000
N049.00.11.000 E013.24.33.000
N049.00.11.000 E013.24.33.000
N048.59.13.000 E013.24.09.000
N048.59.13.000 E013.24.09.000
N048.58.38.000 E013.25.27.000
N048.58.38.000 E013.25.27.000
N048.58.18.000 E013.26.00.000
N048.58.18.000 E013.26.00.000
N048.57.54.000 E013.26.56.000
N048.57.54.000 E013.26.56.000
N048.57.45.000 E013.27.33.000
N048.57.45.000 E013.27.33.000
N048.57.15.000 E013.28.08.000
N048.57.15.000 E013.28.08.000
N048.57.06.000 E013.28.46.000
N048.57.06.000 E013.28.46.000
N048.56.53.000 E013.29.04.000
N048.56.53.000 E013.29.04.000
N048.56.31.000 E013.30.29.000
N048.56.31.000 E013.30.29.000
N048.57.15.000 E013.30.24.000
N048.57.15.000 E013.30.24.000
N048.57.56.000 E013.30.27.000
N048.57.56.000 E013.30.27.000
N048.58.07.000 E013.30.57.000
N048.58.07.000 E013.30.57.000
N048.58.24.000 E013.32.13.000
N048.58.24.000 E013.32.13.000
N048.58.00.000 E013.32.53.000
N048.58.00.000 E013.32.53.000
N048.58.01.000 E013.33.25.000
N048.58.01.000 E013.33.25.000
N048.58.07.000 E013.33.60.000
N048.58.07.000 E013.33.60.000
N048.57.57.000 E013.34.21.000
N048.57.57.000 E013.34.21.000
N048.58.12.000 E013.34.33.000
N048.58.12.000 E013.34.33.000
N048.58.09.000 E013.35.02.000
N048.58.09.000 E013.35.02.000
N048.57.30.000 E013.35.29.000
N048.57.30.000 E013.35.29.000
N048.57.10.000 E013.35.25.000
N048.57.10.000 E013.35.25.000
N048.56.41.000 E013.36.04.000
N048.56.41.000 E013.36.04.000
N048.56.31.000 E013.36.17.000
N048.56.31.000 E013.36.17.000
N048.56.28.000 E013.36.25.000
N048.56.28.000 E013.36.25.000
N048.56.18.000 E013.36.36.000
N048.56.18.000 E013.36.36.000
N048.56.29.000 E013.36.27.000
N048.56.29.000 E013.36.27.000
N048.56.40.000 E013.36.38.000
N048.56.40.000 E013.36.38.000
N048.56.49.000 E013.37.01.000
N048.56.49.000 E013.37.01.000
N048.56.55.000 E013.37.25.000
N048.56.55.000 E013.37.25.000
N048.56.49.000 E013.37.52.000
N048.56.49.000 E013.37.52.000
N048.56.19.000 E013.37.20.000
N048.56.19.000 E013.37.20.000
N048.55.50.000 E013.37.58.000
N048.55.50.000 E013.37.58.000
N048.55.30.000 E013.38.13.000
N048.55.30.000 E013.38.13.000
N048.54.59.000 E013.38.23.000
N048.54.59.000 E013.38.23.000
N048.54.40.000 E013.38.43.000
N048.54.40.000 E013.38.43.000
N048.53.39.000 E013.39.40.000
N048.53.39.000 E013.39.40.000
N048.53.25.000 E013.40.10.000
N048.53.25.000 E013.40.10.000
N048.53.01.000 E013.40.09.000
N048.53.01.000 E013.40.09.000
N048.52.43.000 E013.40.33.000
N048.52.43.000 E013.40.33.000
N048.52.47.000 E013.41.03.000
N048.52.47.000 E013.41.03.000
N048.52.45.000 E013.41.39.000
N048.52.45.000 E013.41.39.000
N048.52.50.000 E013.41.45.000
N048.52.50.000 E013.41.45.000
N048.52.41.000 E013.43.00.000
N048.52.41.000 E013.43.00.000
N048.52.49.000 E013.43.21.000
N048.52.49.000 E013.43.21.000
N048.52.55.000 E013.43.30.000
N048.52.55.000 E013.43.30.000
N048.53.08.000 E013.43.43.000
N048.53.08.000 E013.43.43.000
N048.53.11.000 E013.44.05.000
N048.53.11.000 E013.44.05.000
N048.53.09.000 E013.44.16.000
N048.53.09.000 E013.44.16.000
N048.52.45.000 E013.44.14.000
N048.52.45.000 E013.44.14.000
N048.52.33.000 E013.44.37.000
N048.52.33.000 E013.44.37.000
N048.52.17.000 E013.44.49.000
N048.52.17.000 E013.44.49.000
N048.52.00.000 E013.45.02.000
N048.52.00.000 E013.45.02.000
N048.51.42.000 E013.44.56.000
N048.51.42.000 E013.44.56.000
N048.51.25.000 E013.45.04.000
N048.51.25.000 E013.45.04.000
N048.50.49.000 E013.45.29.000
N048.50.49.000 E013.45.29.000
N048.50.21.000 E013.45.46.000
N048.50.21.000 E013.45.46.000
N048.50.04.000 E013.45.51.000
N048.50.04.000 E013.45.51.000
N048.49.50.000 E013.46.11.000
N048.49.50.000 E013.46.11.000
N048.49.49.000 E013.46.25.000
N048.49.49.000 E013.46.25.000
N048.49.52.000 E013.46.38.000
N048.49.52.000 E013.46.38.000
N048.49.56.000 E013.46.42.000
N048.49.56.000 E013.46.42.000
N048.49.54.000 E013.46.59.000
N048.49.54.000 E013.46.59.000
N048.49.52.000 E013.47.14.000
N048.49.52.000 E013.47.14.000
N048.49.41.000 E013.47.31.000
N048.49.41.000 E013.47.31.000
N048.49.29.000 E013.47.17.000
N048.49.29.000 E013.47.17.000
N048.49.17.000 E013.47.40.000
N048.49.17.000 E013.47.40.000
N048.48.53.000 E013.47.44.000
N048.48.53.000 E013.47.44.000
N048.47.38.000 E013.48.50.000
N048.47.38.000 E013.48.50.000
N048.46.60.000 E013.48.29.000
N048.46.60.000 E013.48.29.000
N048.46.42.000 E013.48.30.000
N048.46.42.000 E013.48.30.000
N048.46.20.000 E013.49.15.000
N048.46.20.000 E013.49.15.000
N048.46.14.000 E013.49.53.000
N048.46.14.000 E013.49.53.000
N048.46.17.000 E013.50.22.000
N048.46.17.000 E013.50.22.000
N048.46.12.000 E013.50.21.000
N048.46.12.000 E013.50.21.000
N048.46.08.000 E013.50.22.000
N048.46.08.000 E013.50.22.000
N048.45.51.000 E013.50.13.000
N048.45.51.000 E013.50.13.000
N048.45.24.000 E013.49.30.000
N048.45.24.000 E013.49.30.000
N048.45.15.000 E013.49.15.000
N048.45.15.000 E013.49.15.000
N048.44.49.000 E013.49.14.000
N048.44.49.000 E013.49.14.000
N048.44.21.000 E013.49.13.000
N048.44.21.000 E013.49.13.000
N048.44.02.000 E013.49.05.000
N048.44.02.000 E013.49.05.000
N048.43.51.000 E013.49.04.000
N048.43.51.000 E013.49.04.000
N048.43.44.000 E013.48.50.000
N048.43.44.000 E013.48.50.000
N048.43.36.000 E013.48.33.000
N048.43.36.000 E013.48.33.000
N048.43.28.000 E013.48.30.000
N048.43.28.000 E013.48.30.000
N048.43.11.000 E013.48.10.000
N048.43.11.000 E013.48.10.000
N048.43.09.000 E013.48.08.000
N048.43.09.000 E013.48.08.000
N048.42.55.000 E013.47.43.000
N048.42.55.000 E013.47.43.000
N048.42.40.000 E013.47.59.000
N048.42.40.000 E013.47.59.000
N048.42.28.000 E013.48.17.000
N048.42.28.000 E013.48.17.000
N048.42.32.000 E013.48.36.000
N048.42.32.000 E013.48.36.000
N048.42.26.000 E013.48.44.000
N048.42.26.000 E013.48.44.000
N048.42.16.000 E013.48.40.000
N048.42.16.000 E013.48.40.000
N048.42.03.000 E013.48.50.000
N048.42.03.000 E013.48.50.000
N048.42.01.000 E013.49.07.000
N048.42.01.000 E013.49.07.000
N048.41.59.000 E013.49.28.000
N048.41.59.000 E013.49.28.000
N048.42.00.000 E013.49.49.000
N048.42.00.000 E013.49.49.000
N048.42.02.000 E013.49.59.000
N048.42.02.000 E013.49.59.000
N048.42.03.000 E013.50.02.000
N048.42.03.000 E013.50.02.000
N048.42.04.000 E013.50.01.000
N048.42.04.000 E013.50.01.000
N048.42.02.000 E013.50.10.000
N048.42.02.000 E013.50.10.000
N048.41.37.000 E013.50.04.000
N048.41.37.000 E013.50.04.000
N048.41.32.000 E013.49.32.000
N048.41.32.000 E013.49.32.000
N048.41.41.000 E013.49.01.000
N048.41.41.000 E013.49.01.000
N048.41.26.000 E013.48.48.000
N048.41.26.000 E013.48.48.000
N048.40.60.000 E013.48.47.000
N048.40.60.000 E013.48.47.000
N048.40.22.000 E013.49.10.000
N048.40.22.000 E013.49.10.000
N048.39.59.000 E013.49.03.000
N048.39.59.000 E013.49.03.000
N048.39.44.000 E013.49.02.000
N048.39.44.000 E013.49.02.000
N048.39.17.000 E013.48.55.000
N048.39.17.000 E013.48.55.000
N048.38.38.000 E013.49.13.000
N048.38.38.000 E013.49.13.000
N048.38.22.000 E013.49.19.000
N048.38.22.000 E013.49.19.000
N048.38.13.000 E013.49.25.000
N048.38.13.000 E013.49.25.000
N048.38.03.000 E013.49.35.000
N048.38.03.000 E013.49.35.000
N048.37.40.000 E013.49.37.000
N048.37.40.000 E013.49.37.000
N048.37.28.000 E013.49.24.000
N048.37.28.000 E013.49.24.000
N048.37.05.000 E013.49.31.000
N048.37.05.000 E013.49.31.000
N048.36.58.000 E013.49.20.000
N048.36.58.000 E013.49.20.000
N048.36.48.000 E013.49.05.000
N048.36.48.000 E013.49.05.000
N048.36.46.000 E013.48.52.000
N048.36.46.000 E013.48.52.000
N048.36.30.000 E013.48.36.000
N048.36.30.000 E013.48.36.000
N048.36.19.000 E013.48.34.000
N048.36.19.000 E013.48.34.000
N048.36.04.000 E013.48.32.000
N048.36.04.000 E013.48.32.000
N048.36.01.000 E013.48.29.000
N048.36.01.000 E013.48.29.000
N048.35.57.000 E013.48.18.000
N048.35.57.000 E013.48.18.000
N048.35.55.000 E013.48.10.000
N048.35.55.000 E013.48.10.000
N048.35.45.000 E013.48.07.000
N048.35.45.000 E013.48.07.000
N048.35.40.000 E013.48.05.000
N048.35.40.000 E013.48.05.000
N048.35.23.000 E013.48.25.000
N048.35.23.000 E013.48.25.000
N048.35.19.000 E013.48.19.000
N048.35.19.000 E013.48.19.000
N048.35.14.000 E013.48.20.000
N048.35.14.000 E013.48.20.000
N048.34.53.000 E013.48.17.000
N048.34.53.000 E013.48.17.000
N048.34.42.000 E013.48.13.000
N048.34.42.000 E013.48.13.000
N048.34.23.000 E013.48.00.000
N048.34.23.000 E013.48.00.000
N048.34.21.000 E013.47.39.000
N048.34.21.000 E013.47.39.000
N048.34.06.000 E013.47.18.000
N048.34.06.000 E013.47.18.000
N048.33.53.000 E013.46.51.000
N048.33.53.000 E013.46.51.000
N048.33.42.000 E013.46.46.000
N048.33.42.000 E013.46.46.000
N048.33.28.000 E013.46.29.000
N048.33.28.000 E013.46.29.000
N048.33.18.000 E013.46.23.000
N048.33.18.000 E013.46.23.000
N048.33.13.000 E013.46.05.000
N048.33.13.000 E013.46.05.000
N048.33.55.000 E013.45.36.000
N048.33.55.000 E013.45.36.000
N048.33.27.000 E013.45.01.000
N048.33.27.000 E013.45.01.000
N048.33.24.000 E013.44.53.000
N048.33.24.000 E013.44.53.000
N048.33.14.000 E013.44.57.000
N048.33.14.000 E013.44.57.000
N048.33.08.000 E013.44.47.000
N048.33.08.000 E013.44.47.000
N048.32.58.000 E013.45.06.000
N048.32.58.000 E013.45.06.000
N048.32.47.000 E013.44.46.000
N048.32.47.000 E013.44.46.000
N048.32.32.000 E013.44.38.000
N048.32.32.000 E013.44.38.000
N048.32.22.000 E013.44.54.000
N048.32.22.000 E013.44.54.000
N048.31.53.000 E013.44.53.000
N048.31.53.000 E013.44.53.000
N048.31.46.000 E013.44.49.000
N048.31.46.000 E013.44.49.000
N048.31.41.000 E013.44.35.000
N048.31.41.000 E013.44.35.000
N048.31.33.000 E013.44.06.000
N048.31.33.000 E013.44.06.000
N048.31.19.000 E013.43.60.000
N048.31.19.000 E013.43.60.000
N048.31.08.000 E013.43.53.000
N048.31.08.000 E013.43.53.000
N048.30.59.000 E013.43.56.000
N048.30.59.000 E013.43.56.000
N048.30.50.000 E013.43.40.000
N048.30.50.000 E013.43.40.000
N048.30.58.000 E013.42.45.000
N048.30.58.000 E013.42.45.000
N048.31.23.000 E013.41.53.000
N048.31.23.000 E013.41.53.000
N048.32.01.000 E013.39.55.000
N048.32.01.000 E013.39.55.000
N048.32.48.000 E013.39.20.000
N048.32.48.000 E013.39.20.000
N048.33.09.000 E013.38.26.000
N048.33.09.000 E013.38.26.000
N048.33.19.000 E013.37.20.000
N048.33.19.000 E013.37.20.000
N048.34.00.000 E013.36.20.000
N048.34.00.000 E013.36.20.000
N048.34.10.000 E013.35.32.000
N048.34.10.000 E013.35.32.000
N048.33.42.000 E013.35.03.000
N048.33.42.000 E013.35.03.000
N048.33.34.000 E013.34.42.000
N048.33.34.000 E013.34.42.000
N048.34.28.000 E013.32.38.000
N048.34.28.000 E013.32.38.000
N048.35.26.000 E013.31.02.000
N048.35.26.000 E013.31.02.000
N048.35.17.000 E013.30.19.000
N048.35.17.000 E013.30.19.000
N048.34.47.000 E013.30.13.000
N048.34.47.000 E013.30.13.000
N048.34.45.000 E013.30.18.000
N048.34.45.000 E013.30.18.000
N048.34.39.000 E013.30.25.000
N048.34.39.000 E013.30.25.000
N048.34.21.000 E013.30.14.000
N048.34.21.000 E013.30.14.000
N048.34.10.000 E013.29.42.000
N048.34.10.000 E013.29.42.000
N048.34.11.000 E013.29.31.000
N048.34.11.000 E013.29.31.000
N048.34.01.000 E013.29.36.000
N048.34.01.000 E013.29.36.000
N048.33.51.000 E013.29.30.000
N048.33.51.000 E013.29.30.000
N048.33.46.000 E013.29.10.000
N048.33.46.000 E013.29.10.000
N048.33.50.000 E013.28.46.000
N048.33.50.000 E013.28.46.000
N048.33.45.000 E013.28.31.000
N048.33.45.000 E013.28.31.000
N048.33.35.000 E013.28.33.000
N048.33.35.000 E013.28.33.000
N048.33.26.000 E013.28.29.000
N048.33.26.000 E013.28.29.000
N048.33.13.000 E013.27.57.000
N048.33.13.000 E013.27.57.000
N048.33.19.000 E013.27.43.000
N048.33.19.000 E013.27.43.000
N048.33.29.000 E013.27.21.000
N048.33.29.000 E013.27.21.000
N048.33.46.000 E013.27.09.000
